Date,Close,High,Low,Open,Volume
2019-06-17,2889.669921875,2897.27001953125,2887.30004882813,2889.75,2828400000
2019-06-18,2917.75,2930.7900390625,2905.43994140625,2906.7099609375,3441540000
2019-06-19,2926.4599609375,2931.73999023438,2911.42993164063,2920.55004882813,3300220000
2019-06-20,2954.17993164063,2958.06005859375,2931.5,2949.60009765625,3943060000
2019-06-21,2950.4599609375,2964.14990234375,2946.8701171875,2952.7099609375,5003540000
2019-06-24,2945.35009765625,2954.919921875,2944.05004882813,2951.419921875,3136960000
2019-06-25,2917.3798828125,2946.52001953125,2916.01000976563,2945.78002929688,3579430000
2019-06-26,2913.78002929688,2932.59008789063,2912.98999023438,2926.07006835938,3511350000
2019-06-27,2924.919921875,2929.30004882813,2918.57006835938,2919.65991210938,3162500000
2019-06-28,2941.76000976563,2943.97998046875,2929.05004882813,2932.93994140625,5422650000
2019-07-01,2964.330078125,2977.92993164063,2952.21997070313,2971.40991210938,3524860000
2019-07-02,2973.01000976563,2973.2099609375,2955.919921875,2964.65991210938,3224490000
2019-07-03,2995.82006835938,2995.84008789063,2977.9599609375,2978.080078125,1963570000
2019-07-05,2990.40991210938,2994.03002929688,2967.96997070313,2984.25,2434680000
2019-07-08,2975.94995117188,2980.76000976563,2970.09008789063,2979.77001953125,2922360000
2019-07-09,2979.6298828125,2981.89990234375,2963.43994140625,2965.52001953125,3033330000
2019-07-10,2993.07006835938,3002.97998046875,2984.6201171875,2989.30004882813,3157800000
2019-07-11,2999.90991210938,3002.330078125,2988.80004882813,2999.6201171875,3155710000
2019-07-12,3013.77001953125,3013.919921875,3001.8701171875,3003.36010742188,2984140000
2019-07-15,3014.30004882813,3017.80004882813,3008.77001953125,3017.80004882813,2876100000
2019-07-16,3004.0400390625,3015.02001953125,3001.14990234375,3012.1298828125,3297030000
2019-07-17,2984.419921875,3005.26000976563,2984.25,3005.10009765625,3185650000
2019-07-18,2995.11010742188,2998.28002929688,2973.09008789063,2978.8701171875,3369820000
2019-07-19,2976.61010742188,3006.02001953125,2975.86010742188,3004.26000976563,3285890000
2019-07-22,2985.03002929688,2990.7099609375,2976.64990234375,2981.92993164063,3016200000
2019-07-23,3005.46997070313,3005.89990234375,2988.56005859375,2994.73999023438,3333810000
2019-07-24,3019.56005859375,3019.59008789063,2996.82006835938,2998.77001953125,3433220000
2019-07-25,3003.669921875,3016.31005859375,2997.23999023438,3016.26000976563,3657050000
2019-07-26,3025.86010742188,3027.97998046875,3012.59008789063,3013.25,3260170000
2019-07-29,3020.96997070313,3025.61010742188,3014.30004882813,3024.46997070313,3224490000
2019-07-30,3013.17993164063,3017.18994140625,3000.93994140625,3007.65991210938,3632770000
2019-07-31,2980.3798828125,3017.39990234375,2958.080078125,3016.21997070313,4626330000
2019-08-01,2953.56005859375,3013.59008789063,2945.22998046875,2980.32006835938,4793810000
2019-08-02,2932.05004882813,2945.5,2914.11010742188,2943.89990234375,3882810000
2019-08-05,2844.73999023438,2898.07006835938,2822.1201171875,2898.07006835938,4542850000
2019-08-06,2881.77001953125,2884.39990234375,2847.419921875,2861.17993164063,4156640000
2019-08-07,2883.97998046875,2892.169921875,2825.7099609375,2858.64990234375,4512720000
2019-08-08,2938.09008789063,2938.71997070313,2894.46997070313,2896.2099609375,4118530000
2019-08-09,2918.64990234375,2935.75,2900.14990234375,2930.51000976563,3356850000
2019-08-12,2882.69995117188,2907.580078125,2873.13989257813,2907.07006835938,3328570000
2019-08-13,2926.32006835938,2943.31005859375,2877.05004882813,2880.71997070313,3857190000
2019-08-14,2840.60009765625,2894.14990234375,2839.63989257813,2894.14990234375,4325150000
2019-08-15,2847.60009765625,2856.669921875,2825.51000976563,2846.19995117188,4041720000
2019-08-16,2888.67993164063,2893.6298828125,2864.73999023438,2864.73999023438,3524080000
2019-08-19,2923.64990234375,2931,2913.47998046875,2913.47998046875,3221050000
2019-08-20,2900.51000976563,2923.6298828125,2899.60009765625,2919.01000976563,3067710000
2019-08-21,2924.42993164063,2928.72998046875,2917.90991210938,2922.0400390625,3016540000
2019-08-22,2922.94995117188,2939.080078125,2904.51000976563,2930.93994140625,2893660000
2019-08-23,2847.11010742188,2927.01000976563,2834.96997070313,2911.07006835938,3942520000
2019-08-26,2878.3798828125,2879.27001953125,2856,2866.69995117188,2859790000
2019-08-27,2869.15991210938,2898.7900390625,2860.59008789063,2893.13989257813,3537490000
2019-08-28,2887.93994140625,2890.03002929688,2853.05004882813,2861.28002929688,3102480000
2019-08-29,2924.580078125,2930.5,2905.669921875,2910.3701171875,3177150000
2019-08-30,2926.4599609375,2940.42993164063,2913.32006835938,2937.09008789063,3009910000
2019-09-03,2906.27001953125,2914.38989257813,2891.85009765625,2909.01000976563,3427830000
2019-09-04,2937.78002929688,2938.84008789063,2921.86010742188,2924.669921875,3167900000
2019-09-05,2976,2985.86010742188,2960.60009765625,2960.60009765625,3902600000
2019-09-06,2978.7099609375,2985.03002929688,2972.51000976563,2980.330078125,3209340000
2019-09-09,2978.42993164063,2989.42993164063,2969.38989257813,2988.42993164063,4031120000
2019-09-10,2979.38989257813,2979.38989257813,2957.01000976563,2971.01000976563,4393040000
2019-09-11,3000.92993164063,3000.92993164063,2975.31005859375,2981.40991210938,3934370000
2019-09-12,3009.57006835938,3020.73999023438,3000.919921875,3009.080078125,3796990000
2019-09-13,3007.38989257813,3017.330078125,3002.89990234375,3012.2099609375,3557010000
2019-09-16,2997.9599609375,3002.18994140625,2990.669921875,2996.40991210938,4285860000
2019-09-17,3005.69995117188,3006.2099609375,2993.72998046875,2995.669921875,3673250000
2019-09-18,3006.72998046875,3007.830078125,2978.57006835938,3001.5,3458800000
2019-09-19,3006.7900390625,3021.98999023438,3003.15991210938,3010.36010742188,3265660000
2019-09-20,2992.07006835938,3016.3701171875,2984.67993164063,3008.419921875,6103440000
2019-09-23,2991.78002929688,2999.14990234375,2982.22998046875,2983.5,3187250000
2019-09-24,2966.60009765625,3007.97998046875,2957.72998046875,3002.42993164063,3872800000
2019-09-25,2984.8701171875,2989.82006835938,2952.86010742188,2968.35009765625,3331200000
2019-09-26,2977.6201171875,2987.28002929688,2963.7099609375,2985.72998046875,3084910000
2019-09-27,2961.7900390625,2987.31005859375,2945.53002929688,2985.46997070313,3246480000
2019-09-30,2976.73999023438,2983.85009765625,2967.07006835938,2967.07006835938,3249130000
2019-10-01,2940.25,2992.53002929688,2938.69995117188,2983.68994140625,3560750000
2019-10-02,2887.61010742188,2924.78002929688,2874.92993164063,2924.78002929688,3914180000
2019-10-03,2910.6298828125,2911.1298828125,2855.93994140625,2885.3798828125,3515130000
2019-10-04,2952.01000976563,2953.73999023438,2918.56005859375,2918.56005859375,3005600000
2019-10-07,2938.7900390625,2959.75,2935.67993164063,2944.22998046875,2959050000
2019-10-08,2893.06005859375,2925.46997070313,2892.65991210938,2920.39990234375,3370700000
2019-10-09,2919.39990234375,2929.32006835938,2907.40991210938,2911.10009765625,2735350000
2019-10-10,2938.1298828125,2948.4599609375,2917.1201171875,2918.55004882813,3234400000
2019-10-11,2970.27001953125,2993.28002929688,2963.07006835938,2963.07006835938,3581320000
2019-10-14,2966.14990234375,2972.84008789063,2962.93994140625,2965.81005859375,2559270000
2019-10-15,2995.67993164063,3003.28002929688,2973.61010742188,2973.61010742188,3345090000
2019-10-16,2989.68994140625,2997.5400390625,2985.19995117188,2989.67993164063,3230320000
2019-10-17,2997.94995117188,3008.2900390625,2991.7900390625,3000.77001953125,3103470000
2019-10-18,2986.19995117188,3000,2976.31005859375,2996.84008789063,3268970000
2019-10-21,3006.71997070313,3007.330078125,2995.35009765625,2996.47998046875,3271960000
2019-10-22,2995.98999023438,3014.57006835938,2995.0400390625,3010.72998046875,3527540000
2019-10-23,3004.52001953125,3004.78002929688,2991.2099609375,2994.01000976563,3413600000
2019-10-24,3010.2900390625,3016.07006835938,3000.419921875,3014.78002929688,3696510000
2019-10-25,3022.55004882813,3027.38989257813,3001.93994140625,3003.32006835938,3379060000
2019-10-28,3039.419921875,3044.080078125,3032.1201171875,3032.1201171875,3524970000
2019-10-29,3036.88989257813,3047.8701171875,3034.81005859375,3035.38989257813,3594430000
2019-10-30,3046.77001953125,3050.10009765625,3025.9599609375,3039.73999023438,3779660000
2019-10-31,3037.56005859375,3046.89990234375,3023.18994140625,3046.89990234375,4149310000
2019-11-01,3066.90991210938,3066.94995117188,3050.71997070313,3050.71997070313,3956290000
2019-11-04,3078.27001953125,3085.19995117188,3074.8701171875,3078.9599609375,4178040000
2019-11-05,3074.6201171875,3083.94995117188,3072.14990234375,3080.80004882813,4490590000
2019-11-06,3076.78002929688,3078.34008789063,3065.88989257813,3075.10009765625,4465510000
2019-11-07,3085.17993164063,3097.77001953125,3080.22998046875,3087.02001953125,4151990000
2019-11-08,3093.080078125,3093.09008789063,3073.580078125,3081.25,3508160000
2019-11-11,3087.01000976563,3088.330078125,3075.82006835938,3080.330078125,3041120000
2019-11-12,3091.84008789063,3102.61010742188,3084.72998046875,3089.28002929688,3495560000
2019-11-13,3094.0400390625,3098.06005859375,3078.80004882813,3084.17993164063,3513720000
2019-11-14,3096.6298828125,3098.19995117188,3083.26000976563,3090.75,3282090000
2019-11-15,3120.4599609375,3120.4599609375,3104.60009765625,3107.919921875,3359800000
2019-11-18,3122.03002929688,3124.169921875,3112.06005859375,3117.90991210938,3440140000
2019-11-19,3120.17993164063,3127.63989257813,3113.46997070313,3127.44995117188,3613670000
2019-11-20,3108.4599609375,3118.96997070313,3091.40991210938,3114.65991210938,4041010000
2019-11-21,3103.5400390625,3110.11010742188,3094.55004882813,3108.48999023438,3744010000
2019-11-22,3110.2900390625,3112.8701171875,3099.26000976563,3111.40991210938,3235270000
2019-11-25,3133.63989257813,3133.830078125,3117.43994140625,3117.43994140625,3514310000
2019-11-26,3140.52001953125,3142.68994140625,3131,3134.85009765625,4600450000
2019-11-27,3153.6298828125,3154.26000976563,3143.40991210938,3145.48999023438,3035470000
2019-11-29,3140.97998046875,3150.30004882813,3139.34008789063,3147.17993164063,1743420000
2019-12-02,3113.8701171875,3144.31005859375,3110.78002929688,3143.85009765625,3285750000
2019-12-03,3093.19995117188,3094.96997070313,3070.330078125,3087.40991210938,3671580000
2019-12-04,3112.76000976563,3119.3798828125,3102.53002929688,3103.5,3702980000
2019-12-05,3117.42993164063,3119.44995117188,3103.76000976563,3119.2099609375,3360480000
2019-12-06,3145.90991210938,3150.60009765625,3134.6201171875,3134.6201171875,3483310000
2019-12-09,3135.9599609375,3148.8701171875,3135.4599609375,3141.86010742188,3400470000
2019-12-10,3132.52001953125,3142.1201171875,3126.09008789063,3135.36010742188,3346310000
2019-12-11,3141.6298828125,3143.97998046875,3133.2099609375,3135.75,3257650000
2019-12-12,3168.57006835938,3176.28002929688,3138.46997070313,3141.22998046875,4003200000
2019-12-13,3168.80004882813,3182.67993164063,3156.51000976563,3166.64990234375,3757650000
2019-12-16,3191.44995117188,3197.7099609375,3183.6298828125,3183.6298828125,4070200000
2019-12-17,3192.52001953125,3198.21997070313,3191.03002929688,3195.39990234375,3842940000
2019-12-18,3191.13989257813,3198.47998046875,3191.13989257813,3195.2099609375,4029950000
2019-12-19,3205.3701171875,3205.47998046875,3192.32006835938,3192.32006835938,3784360000
2019-12-20,3221.21997070313,3225.64990234375,3216.03002929688,3223.330078125,6457480000
2019-12-23,3224.01000976563,3227.78002929688,3222.30004882813,3226.05004882813,3064530000
2019-12-24,3223.3798828125,3226.42993164063,3220.51000976563,3225.44995117188,1296530000
2019-12-26,3239.90991210938,3240.080078125,3227.19995117188,3227.19995117188,2164540000
2019-12-27,3240.02001953125,3247.92993164063,3234.3701171875,3247.22998046875,2429150000
2019-12-30,3221.2900390625,3240.919921875,3216.57006835938,3240.09008789063,3021720000
2019-12-31,3230.78002929688,3231.71997070313,3212.03002929688,3215.17993164063,2894760000
2020-01-02,3257.85009765625,3258.13989257813,3235.53002929688,3244.669921875,3459930000
2020-01-03,3234.85009765625,3246.14990234375,3222.34008789063,3226.36010742188,3484700000
2020-01-06,3246.28002929688,3246.84008789063,3214.63989257813,3217.55004882813,3702460000
2020-01-07,3237.17993164063,3244.90991210938,3232.42993164063,3241.86010742188,3435910000
2020-01-08,3253.05004882813,3267.07006835938,3236.669921875,3238.59008789063,3726840000
2020-01-09,3274.69995117188,3275.580078125,3263.669921875,3266.03002929688,3641230000
2020-01-10,3265.35009765625,3282.98999023438,3260.86010742188,3281.81005859375,3214580000
2020-01-13,3288.1298828125,3288.1298828125,3268.42993164063,3271.1298828125,3459390000
2020-01-14,3283.14990234375,3294.25,3277.18994140625,3285.35009765625,3687620000
2020-01-15,3289.2900390625,3298.65991210938,3280.68994140625,3282.27001953125,3721490000
2020-01-16,3316.81005859375,3317.11010742188,3302.82006835938,3302.96997070313,3540580000
2020-01-17,3329.6201171875,3329.8798828125,3318.86010742188,3323.65991210938,3726220000
2020-01-21,3320.7900390625,3329.7900390625,3316.61010742188,3321.03002929688,4104840000
2020-01-22,3321.75,3337.77001953125,3320.0400390625,3330.02001953125,3623780000
2020-01-23,3325.5400390625,3326.8798828125,3301.8701171875,3315.77001953125,3766710000
2020-01-24,3295.46997070313,3333.17993164063,3281.53002929688,3333.10009765625,3708780000
2020-01-27,3243.6298828125,3258.85009765625,3234.5,3247.15991210938,3831050000
2020-01-28,3276.23999023438,3285.78002929688,3253.21997070313,3255.35009765625,3531570000
2020-01-29,3273.39990234375,3293.46997070313,3271.88989257813,3289.4599609375,3600250000
2020-01-30,3283.65991210938,3285.90991210938,3242.80004882813,3256.44995117188,3790350000
2020-01-31,3225.52001953125,3282.330078125,3214.67993164063,3282.330078125,4529700000
2020-02-03,3248.919921875,3268.43994140625,3235.65991210938,3235.65991210938,3760460000
2020-02-04,3297.59008789063,3306.919921875,3280.61010742188,3280.61010742188,3996900000
2020-02-05,3334.68994140625,3337.580078125,3313.75,3324.90991210938,4121480000
2020-02-06,3345.78002929688,3347.9599609375,3334.38989257813,3344.919921875,3887250000
2020-02-07,3327.7099609375,3341.419921875,3322.1201171875,3335.5400390625,3733920000
2020-02-10,3352.09008789063,3352.26000976563,3317.77001953125,3318.28002929688,3462730000
2020-02-11,3357.75,3375.6298828125,3352.71997070313,3365.8701171875,3762940000
2020-02-12,3379.44995117188,3381.46997070313,3369.71997070313,3370.5,3930910000
2020-02-13,3373.93994140625,3385.09008789063,3360.52001953125,3365.89990234375,3500890000
2020-02-14,3380.15991210938,3380.68994140625,3366.14990234375,3378.080078125,3419700000
2020-02-18,3370.2900390625,3375.01000976563,3355.61010742188,3369.0400390625,3750400000
2020-02-19,3386.14990234375,3393.52001953125,3378.830078125,3380.38989257813,3614200000
2020-02-20,3373.22998046875,3389.14990234375,3341.02001953125,3380.44995117188,4019180000
2020-02-21,3337.75,3360.76000976563,3328.44995117188,3360.5,3908780000
2020-02-24,3225.88989257813,3259.81005859375,3214.64990234375,3257.61010742188,4851160000
2020-02-25,3128.2099609375,3246.98999023438,3118.77001953125,3238.93994140625,5596760000
2020-02-26,3116.38989257813,3182.51000976563,3108.98999023438,3139.89990234375,5484650000
2020-02-27,2978.76000976563,3097.07006835938,2977.38989257813,3062.5400390625,7064710000
2020-02-28,2954.21997070313,2959.71997070313,2855.84008789063,2916.89990234375,8569570000
2020-03-02,3090.22998046875,3090.9599609375,2945.18994140625,2974.28002929688,6381330000
2020-03-03,3003.3701171875,3136.71997070313,2976.6298828125,3096.4599609375,6376510000
2020-03-04,3130.1201171875,3130.96997070313,3034.3798828125,3045.75,5073020000
2020-03-05,3023.93994140625,3083.0400390625,2999.830078125,3075.69995117188,5579290000
2020-03-06,2972.3701171875,2985.92993164063,2901.5400390625,2954.19995117188,6555240000
2020-03-09,2746.56005859375,2863.88989257813,2734.42993164063,2863.88989257813,8441290000
2020-03-10,2882.22998046875,2882.59008789063,2734,2813.47998046875,7642040000
2020-03-11,2741.3798828125,2825.60009765625,2707.21997070313,2825.60009765625,7431200000
2020-03-12,2480.63989257813,2660.94995117188,2478.86010742188,2630.86010742188,8850810000
2020-03-13,2711.02001953125,2711.330078125,2492.3701171875,2569.98999023438,8299070000
2020-03-16,2386.1298828125,2562.97998046875,2380.93994140625,2508.59008789063,7805450000
2020-03-17,2529.18994140625,2553.92993164063,2367.0400390625,2425.65991210938,8370250000
2020-03-18,2398.10009765625,2453.57006835938,2280.52001953125,2436.5,8799300000
2020-03-19,2409.38989257813,2466.96997070313,2319.78002929688,2393.47998046875,7956100000
2020-03-20,2304.919921875,2453.01000976563,2295.56005859375,2431.93994140625,9053950000
2020-03-23,2237.39990234375,2300.72998046875,2191.86010742188,2290.7099609375,7411380000
2020-03-24,2447.330078125,2449.7099609375,2344.43994140625,2344.43994140625,7563150000
2020-03-25,2475.56005859375,2571.419921875,2407.53002929688,2457.77001953125,8300010000
2020-03-26,2630.07006835938,2637.01000976563,2500.71997070313,2501.2900390625,7766990000
2020-03-27,2541.46997070313,2615.90991210938,2520.02001953125,2555.8701171875,6201670000
2020-03-30,2626.64990234375,2631.80004882813,2545.28002929688,2558.97998046875,5751120000
2020-03-31,2584.59008789063,2641.38989257813,2571.14990234375,2614.68994140625,6576210000
2020-04-01,2470.5,2522.75,2447.48999023438,2498.080078125,5964000000
2020-04-02,2526.89990234375,2533.21997070313,2455.7900390625,2458.5400390625,6464190000
2020-04-03,2488.64990234375,2538.17993164063,2459.9599609375,2514.919921875,6096970000
2020-04-06,2663.67993164063,2676.85009765625,2574.57006835938,2578.28002929688,6403840000
2020-04-07,2659.40991210938,2756.88989257813,2657.669921875,2738.64990234375,7050410000
2020-04-08,2749.97998046875,2760.75,2663.30004882813,2685,5875710000
2020-04-09,2789.82006835938,2818.57006835938,2762.36010742188,2776.98999023438,7899550000
2020-04-13,2761.6298828125,2782.4599609375,2721.169921875,2782.4599609375,5319530000
2020-04-14,2846.06005859375,2851.85009765625,2805.10009765625,2805.10009765625,5615730000
2020-04-15,2783.36010742188,2801.8798828125,2761.5400390625,2795.63989257813,5208000000
2020-04-16,2799.55004882813,2806.51000976563,2764.32006835938,2799.34008789063,5228810000
2020-04-17,2874.56005859375,2879.21997070313,2830.8798828125,2842.42993164063,5804810000
2020-04-20,2823.15991210938,2868.97998046875,2820.42993164063,2845.6201171875,5228630000
2020-04-21,2736.56005859375,2785.5400390625,2727.10009765625,2784.81005859375,5121010000
2020-04-22,2799.31005859375,2815.10009765625,2775.94995117188,2787.88989257813,5084920000
2020-04-23,2797.80004882813,2844.89990234375,2794.26000976563,2810.419921875,5773530000
2020-04-24,2836.73999023438,2842.7099609375,2791.76000976563,2812.63989257813,5382810000
2020-04-27,2878.47998046875,2887.71997070313,2852.88989257813,2854.64990234375,5203930000
2020-04-28,2863.38989257813,2921.14990234375,2860.7099609375,2909.9599609375,5691160000
2020-04-29,2939.51000976563,2954.86010742188,2912.15991210938,2918.4599609375,6645640000
2020-04-30,2912.42993164063,2930.90991210938,2892.46997070313,2930.90991210938,6544980000
2020-05-01,2830.7099609375,2869.09008789063,2821.61010742188,2869.09008789063,4759810000
2020-05-04,2842.73999023438,2844.23999023438,2797.85009765625,2815.01000976563,4735930000
2020-05-05,2868.43994140625,2898.22998046875,2863.55004882813,2868.8798828125,5140290000
2020-05-06,2848.419921875,2891.11010742188,2847.64990234375,2883.13989257813,4892570000
2020-05-07,2881.18994140625,2901.919921875,2876.47998046875,2878.26000976563,5178790000
2020-05-08,2929.80004882813,2932.15991210938,2902.8798828125,2908.830078125,4876030000
2020-05-11,2930.18994140625,2944.25,2903.43994140625,2915.4599609375,4819730000
2020-05-12,2870.1201171875,2945.82006835938,2869.59008789063,2939.5,5119630000
2020-05-13,2820,2874.13989257813,2793.14990234375,2865.86010742188,6151650000
2020-05-14,2852.5,2852.80004882813,2766.63989257813,2794.5400390625,5651130000
2020-05-15,2863.69995117188,2865.01000976563,2816.78002929688,2829.94995117188,5507700000
2020-05-18,2953.90991210938,2968.09008789063,2913.86010742188,2913.86010742188,6373670000
2020-05-19,2922.93994140625,2964.2099609375,2922.35009765625,2948.59008789063,4984330000
2020-05-20,2971.61010742188,2980.2900390625,2953.6298828125,2953.6298828125,5005380000
2020-05-21,2948.51000976563,2978.5,2938.57006835938,2969.94995117188,4976620000
2020-05-22,2955.44995117188,2956.76000976563,2933.59008789063,2948.05004882813,3970860000
2020-05-26,2991.77001953125,3021.71997070313,2988.169921875,3004.080078125,5848500000
2020-05-27,3036.1298828125,3036.25,2969.75,3015.64990234375,6398000000
2020-05-28,3029.72998046875,3068.669921875,3023.39990234375,3046.61010742188,5447020000
2020-05-29,3044.31005859375,3049.169921875,2998.61010742188,3025.169921875,7297550000
2020-06-01,3055.72998046875,3062.17993164063,3031.5400390625,3038.78002929688,4684170000
2020-06-02,3080.82006835938,3081.07006835938,3051.63989257813,3064.78002929688,5197150000
2020-06-03,3122.8701171875,3130.93994140625,3098.89990234375,3098.89990234375,6005560000
2020-06-04,3112.35009765625,3128.90991210938,3090.40991210938,3111.56005859375,6451290000
2020-06-05,3193.92993164063,3211.71997070313,3163.84008789063,3163.84008789063,8639300000
2020-06-08,3232.38989257813,3233.1298828125,3196,3199.919921875,8498300000
2020-06-09,3207.17993164063,3222.7099609375,3193.11010742188,3213.32006835938,6410930000
2020-06-10,3190.13989257813,3223.27001953125,3181.48999023438,3213.419921875,6598870000
2020-06-11,3002.10009765625,3123.53002929688,2999.48999023438,3123.53002929688,7037320000
2020-06-12,3041.31005859375,3088.419921875,2984.46997070313,3071.0400390625,5845330000
2020-06-15,3066.59008789063,3079.76000976563,2965.65991210938,2993.76000976563,5757480000
2020-06-16,3124.73999023438,3153.44995117188,3076.06005859375,3131,5845810000
2020-06-17,3113.48999023438,3141.15991210938,3108.03002929688,3136.1298828125,4560450000
2020-06-18,3115.34008789063,3120,3093.51000976563,3101.63989257813,4448690000
2020-06-19,3097.73999023438,3155.53002929688,3083.11010742188,3140.2900390625,8346650000
2020-06-22,3117.86010742188,3120.919921875,3079.38989257813,3094.419921875,4686690000
2020-06-23,3131.2900390625,3154.89990234375,3127.1201171875,3138.69995117188,4711850000
2020-06-24,3050.330078125,3115.01000976563,3032.1298828125,3114.39990234375,5597680000
2020-06-25,3083.76000976563,3086.25,3024.01000976563,3046.60009765625,4847690000
2020-06-26,3009.05004882813,3073.72998046875,3004.6298828125,3073.19995117188,8107850000
2020-06-29,3053.23999023438,3053.88989257813,2999.73999023438,3018.59008789063,4473970000
2020-06-30,3100.2900390625,3111.51000976563,3047.830078125,3050.19995117188,4705850000
2020-07-01,3115.86010742188,3128.43994140625,3101.169921875,3105.919921875,4449230000
2020-07-02,3130.01000976563,3165.81005859375,3124.52001953125,3143.63989257813,4197720000
2020-07-06,3179.71997070313,3182.59008789063,3155.2900390625,3155.2900390625,4759160000
2020-07-07,3145.32006835938,3184.14990234375,3142.92993164063,3166.43994140625,4571330000
2020-07-08,3169.93994140625,3171.80004882813,3136.53002929688,3153.07006835938,4937310000
2020-07-09,3152.05004882813,3179.78002929688,3115.69995117188,3176.169921875,4843650000
2020-07-10,3185.0400390625,3186.82006835938,3136.21997070313,3152.46997070313,4524190000
2020-07-13,3155.21997070313,3235.32006835938,3149.42993164063,3205.080078125,4902440000
2020-07-14,3197.52001953125,3200.94995117188,3127.65991210938,3141.11010742188,4507140000
2020-07-15,3226.56005859375,3238.28002929688,3200.76000976563,3225.97998046875,4686830000
2020-07-16,3215.57006835938,3220.38989257813,3198.59008789063,3208.36010742188,3972860000
2020-07-17,3224.72998046875,3233.52001953125,3205.64990234375,3224.2099609375,4012850000
2020-07-20,3251.84008789063,3258.61010742188,3215.15991210938,3224.2900390625,3979340000
2020-07-21,3257.30004882813,3277.2900390625,3247.77001953125,3268.52001953125,4556610000
2020-07-22,3276.02001953125,3279.32006835938,3253.10009765625,3254.86010742188,4267160000
2020-07-23,3235.65991210938,3279.98999023438,3222.65991210938,3271.63989257813,4296760000
2020-07-24,3215.6298828125,3227.26000976563,3200.05004882813,3218.580078125,3689410000
2020-07-27,3239.40991210938,3241.42993164063,3214.25,3219.84008789063,3970310000
2020-07-28,3218.43994140625,3243.71997070313,3216.169921875,3234.27001953125,4053180000
2020-07-29,3258.43994140625,3264.73999023438,3227.21997070313,3227.21997070313,4478200000
2020-07-30,3246.21997070313,3250.919921875,3204.1298828125,3231.76000976563,4264920000
2020-07-31,3271.1201171875,3272.169921875,3220.26000976563,3270.44995117188,5007530000
2020-08-03,3294.61010742188,3302.72998046875,3284.53002929688,3288.26000976563,4438940000
2020-08-04,3306.51000976563,3306.84008789063,3286.3701171875,3289.919921875,4414380000
2020-08-05,3327.77001953125,3330.77001953125,3317.3701171875,3317.3701171875,4535060000
2020-08-06,3349.15991210938,3351.03002929688,3318.13989257813,3323.169921875,4278930000
2020-08-07,3351.28002929688,3352.5400390625,3328.71997070313,3340.05004882813,4110030000
2020-08-10,3360.46997070313,3363.2900390625,3335.43994140625,3356.0400390625,4327920000
